Opt, Size, Seq, Par, Libc
3, 100, 0.000007, 0.043499, 0.000016
0, 5000, 0.000988, 0.374704, 0.000937
1, 5000, 0.000572, 0.362422, 0.000659
2, 5000, 0.000537, 0.357119, 0.000612
3, 5000, 0.000466, 0.289974, 0.000845
0, 10, 0.000001, 0.003192, 0.000004
1, 10, 0.000001, 0.003711, 0.000003
2, 10, 0.000001, 0.008845, 0.000004
3, 10, 0.000000, 0.005280, 0.000004
0, 10, 0.000001, 0.005549, 0.000004
1, 10, 0.000001, 0.003592, 0.000003
2, 10, 0.000001, 0.001552, 0.000003
3, 10, 0.000001, 0.003460, 0.000004
0, 5000000, 1.689765, 1.304579, 1.699102
1, 5000000, 0.909385, 1.060109, 1.149975
2, 5000000, 0.777154, 0.992148, 1.109316
3, 5000000, 0.775725, 0.966591, 1.106789
0, 500000, 0.145810, 0.451889, 0.166949
1, 500000, 0.093381, 0.557679, 0.096168
2, 500000, 0.069768, 0.548731, 0.094203
3, 500000, 0.066335, 0.523527, 0.096115
0, 50000000, 19.689965, 11.622581, 19.882111
1, 50000000, 10.192586, 7.833379, 13.497929
2, 50000000, 8.723908, 7.367576, 13.021627
3, 50000000, 8.690339, 7.424257, 13.123168
0, 100, 0.000015, 0.037115, 0.000020
1, 100, 0.000009, 0.046055, 0.000013
2, 100, 0.000008, 0.035382, 0.000013
3, 100, 0.000011, 0.055906, 0.000012
0, 500000, 0.141507, 0.448588, 0.141036
1, 500000, 0.087188, 0.490494, 0.097081
2, 500000, 0.066370, 0.475658, 0.096331
3, 500000, 0.065291, 0.514877, 0.092299
0, 10, 0.000002, 0.002955, 0.000003
1, 10, 0.000001, 0.002123, 0.000003
2, 10, 0.000001, 0.002918, 0.000004
3, 10, 0.000000, 0.001657, 0.000005
0, 500, 0.000082, 0.107587, 0.000120
1, 500, 0.000045, 0.114875, 0.000068
2, 500, 0.000040, 0.150482, 0.000065
3, 500, 0.000041, 0.160525, 0.000080
0, 500, 0.000075, 0.123333, 0.000085
1, 500, 0.000043, 0.102037, 0.000067
2, 500, 0.000041, 0.122458, 0.000065
3, 500, 0.000041, 0.108020, 0.000065
0, 10000, 0.002119, 0.362291, 0.001993
1, 10000, 0.001143, 0.392543, 0.001346
2, 10000, 0.000976, 0.389852, 0.001840
3, 10000, 0.001313, 0.424527, 0.001326
0, 5000000, 1.692095, 1.363592, 1.692531
1, 5000000, 0.908418, 1.044142, 1.172482
2, 5000000, 0.762662, 0.946207, 1.143549
3, 5000000, 0.761624, 0.907942, 1.129174
0, 1000, 0.000148, 0.230135, 0.000163
1, 1000, 0.000092, 0.169205, 0.000120
2, 1000, 0.000085, 0.216393, 0.000120
3, 1000, 0.000085, 0.174062, 0.000119
0, 5000000, 1.758470, 1.661976, 1.690629
1, 5000000, 0.918443, 0.981788, 1.176333
2, 5000000, 0.764829, 0.972597, 1.116481
3, 5000000, 0.769480, 0.949096, 1.153385
0, 1000, 0.000185, 0.205159, 0.000211
1, 1000, 0.000090, 0.144419, 0.000232
2, 1000, 0.000105, 0.182184, 0.000116
3, 1000, 0.000087, 0.186036, 0.000119
0, 10000, 0.002155, 0.302724, 0.002164
1, 10000, 0.001169, 0.289351, 0.001499
2, 10000, 0.001097, 0.340234, 0.001892
3, 10000, 0.000992, 0.359711, 0.001483
0, 1000000, 0.310114, 0.522174, 0.308293
1, 1000000, 0.163859, 0.606974, 0.204027
2, 1000000, 0.134948, 0.602087, 0.196411
3, 1000000, 0.138900, 0.623106, 0.198069
0, 50000000, 19.270388, 11.401744, 19.815892
1, 50000000, 10.199205, 7.999624, 13.821469
2, 50000000, 8.675141, 7.416327, 12.937352
3, 50000000, 8.748874, 7.437503, 12.962138
0, 10000, 0.002089, 0.381159, 0.002032
1, 10000, 0.001142, 0.329928, 0.001843
2, 10000, 0.001018, 0.359195, 0.001823
3, 10000, 0.001218, 0.275595, 0.001385
0, 1000, 0.000190, 0.165781, 0.000166
1, 1000, 0.000132, 0.162662, 0.000123
2, 1000, 0.000105, 0.196406, 0.000119
3, 1000, 0.000107, 0.141012, 0.000223
0, 1000000, 0.300387, 0.468297, 0.324739
1, 1000000, 0.156829, 0.511396, 0.207748
2, 1000000, 0.139354, 0.476764, 0.200512
3, 1000000, 0.136175, 0.416021, 0.198950
0, 1000, 0.000160, 0.171421, 0.000216
1, 1000, 0.000091, 0.204713, 0.000120
2, 1000, 0.000104, 0.173120, 0.000117
3, 1000, 0.000083, 0.215469, 0.000120
