Opt, Size, Seq, Par, Libc
1, 1000, 0.000125, 0.118946, 0.000167
2, 1000, 0.000108, 0.115497, 0.000154
3, 1000, 0.000103, 0.104206, 0.000162
0, 15000000, 4.910898, 3.003244, 4.965742
1, 15000000, 2.582964, 2.442739, 3.362698
2, 15000000, 2.183604, 2.231549, 3.250239
3, 15000000, 2.191919, 2.183530, 3.271357
0, 5000000, 1.545166, 1.184221, 1.522851
1, 5000000, 0.807148, 0.896093, 1.026849
2, 5000000, 0.689926, 0.890577, 0.995350
3, 5000000, 0.678918, 0.900576, 0.988277
0, 10, 0.000001, 0.006874, 0.000003
1, 10, 0.000001, 0.003585, 0.000004
2, 10, 0.000001, 0.003320, 0.000004
3, 10, 0.000001, 0.002369, 0.000003
0, 25000000, 8.428985, 4.841122, 8.653486
1, 25000000, 4.454968, 3.568034, 5.790652
2, 25000000, 3.756224, 3.673007, 5.607225
3, 25000000, 3.762195, 3.756583, 5.593610
0, 1000000, 0.271786, 0.446940, 0.273687
1, 1000000, 0.145925, 0.312804, 0.182132
2, 1000000, 0.128132, 0.326516, 0.177166
3, 1000000, 0.123386, 0.399006, 0.175716
0, 10, 0.000002, 0.002766, 0.000003
1, 10, 0.000001, 0.002634, 0.000003
2, 10, 0.000001, 0.001970, 0.000003
3, 10, 0.000001, 0.002207, 0.000004
0, 10000, 0.001847, 0.301991, 0.002400
1, 10000, 0.001036, 0.280086, 0.001705
2, 10000, 0.000880, 0.274042, 0.001728
3, 10000, 0.001264, 0.293290, 0.001674
0, 0, 0.000000, 0.000168, 0.000001
1, 0, 0.000000, 0.000218, 0.000002
2, 0, 0.000001, 0.000131, 0.000001
3, 0, 0.000001, 0.000140, 0.000001
0, 500, 0.000103, 0.105851, 0.000121
1, 500, 0.000054, 0.106107, 0.000092
2, 500, 0.000062, 0.121717, 0.000090
3, 500, 0.000057, 0.094204, 0.000087
0, 1000000, 0.272920, 0.439270, 0.272881
1, 1000000, 0.147062, 0.389495, 0.184049
2, 1000000, 0.123848, 0.389865, 0.177717
3, 1000000, 0.124545, 0.359032, 0.178835
0, 1000, 0.000173, 0.139712, 0.000235
1, 1000, 0.000119, 0.136506, 0.000170
2, 1000, 0.000116, 0.142687, 0.000168
3, 1000, 0.000105, 0.156523, 0.000165
0, 500, 0.000110, 0.113887, 0.000119
1, 500, 0.000062, 0.098995, 0.000090
2, 500, 0.000051, 0.093398, 0.000088
3, 500, 0.000059, 0.096725, 0.000091
0, 500000, 0.137738, 0.369635, 0.139591
1, 500000, 0.070631, 0.388992, 0.086867
2, 500000, 0.059363, 0.307376, 0.085093
3, 500000, 0.058611, 0.318046, 0.083302
0, 100, 0.000012, 0.024767, 0.000020
1, 100, 0.000011, 0.025892, 0.000017
2, 100, 0.000009, 0.033805, 0.000013
3, 100, 0.000009, 0.032609, 0.000018
0, 10000, 0.002057, 0.177708, 0.002378
1, 10000, 0.001112, 0.130749, 0.001799
2, 10000, 0.000954, 0.158279, 0.001683
3, 10000, 0.001004, 0.161671, 0.001348
0, 100, 0.000012, 0.031205, 0.000021
1, 100, 0.000010, 0.042755, 0.000017
2, 100, 0.000008, 0.039406, 0.000018
3, 100, 0.000008, 0.033484, 0.000017
0, 10000, 0.002301, 0.254310, 0.002389
1, 10000, 0.001190, 0.257077, 0.001646
2, 10000, 0.000906, 0.244891, 0.001528
3, 10000, 0.000961, 0.272153, 0.001681
0, 10000000, 3.219178, 1.980513, 3.189117
1, 10000000, 1.665202, 1.741200, 2.142919
2, 10000000, 1.429365, 1.497965, 2.073271
3, 10000000, 1.413594, 1.549712, 2.073010
0, 1000000, 0.272960, 0.443800, 0.271153
1, 1000000, 0.145417, 0.375445, 0.186225
2, 1000000, 0.123813, 0.489016, 0.178660
3, 1000000, 0.125028, 0.380139, 0.178690
0, 500000, 0.135006, 0.364038, 0.132069
1, 500000, 0.071143, 0.378484, 0.087972
2, 500000, 0.058579, 0.355214, 0.086192
3, 500000, 0.059924, 0.344550, 0.084144
0, 5000000, 1.534541, 1.117869, 1.523894
1, 5000000, 0.831000, 0.918478, 1.023169
2, 5000000, 0.684876, 0.870233, 0.994003
3, 5000000, 0.695407, 0.901833, 0.989038
0, 500000, 0.135353, 0.327739, 0.130430
1, 500000, 0.071641, 0.444373, 0.089347
2, 500000, 0.060267, 0.347788, 0.083907
3, 500000, 0.060520, 0.323273, 0.084560
0, 1000, 0.000226, 0.168855, 0.000227
1, 1000, 0.000127, 0.160464, 0.000168
2, 1000, 0.000108, 0.175260, 0.000159
3, 1000, 0.000121, 0.177557, 0.000164
0, 10, 0.000001, 0.004130, 0.000004
1, 10, 0.000002, 0.002821, 0.000003
2, 10, 0.000001, 0.002928, 0.000003
3, 10, 0.000001, 0.003553, 0.000003
0, 10000, 0.002113, 0.240210, 0.002309
1, 10000, 0.001002, 0.291615, 0.001454
2, 10000, 0.000982, 0.241193, 0.001716
3, 10000, 0.000980, 0.318765, 0.001415
0, 10, 0.000001, 0.002352, 0.000002
1, 10, 0.000001, 0.002082, 0.000002
2, 10, 0.000001, 0.001127, 0.000002
3, 10, 0.000001, 0.002171, 0.000002
0, 0, 0.000000, 0.000132, 0.000002
1, 0, 0.000001, 0.000126, 0.000002
2, 0, 0.000000, 0.000144, 0.000001
3, 0, 0.000000, 0.000144, 0.000002
0, 1000000, 0.271255, 0.463753, 0.275275
1, 1000000, 0.147107, 0.398776, 0.185027
2, 1000000, 0.124036, 0.436659, 0.179494
3, 1000000, 0.123837, 0.465669, 0.177877
0, 5000, 0.001214, 0.202377, 0.001293
1, 5000, 0.000543, 0.226808, 0.000954
2, 5000, 0.000529, 0.222061, 0.000863
3, 5000, 0.000538, 0.237923, 0.000868
0, 1000, 0.000159, 0.148645, 0.000232
1, 1000, 0.000129, 0.114997, 0.000171
2, 1000, 0.000116, 0.143979, 0.000166
3, 1000, 0.000086, 0.147967, 0.000165
0, 50, 0.000008, 0.023864, 0.000012
1, 50, 0.000006, 0.018996, 0.000008
2, 50, 0.000005, 0.019058, 0.000008
3, 50, 0.000004, 0.022864, 0.000010
0, 5000000, 1.569712, 1.073272, 1.528300
1, 5000000, 0.809219, 0.904834, 1.025452
2, 5000000, 0.681470, 0.880254, 1.000487
3, 5000000, 0.674491, 0.934687, 0.989566
0, 10000000, 3.164078, 2.080456, 3.217797
1, 10000000, 1.660274, 1.702137, 2.170620
2, 10000000, 1.436426, 1.624824, 2.097046
3, 10000000, 1.433974, 1.500069, 2.110690
0, 1000, 0.000233, 0.161383, 0.000169
1, 1000, 0.000092, 0.137997, 0.000219
2, 1000, 0.000117, 0.153531, 0.000165
3, 1000, 0.000118, 0.084819, 0.000166
0, 25000000, 8.504752, 4.932288, 8.550868
1, 25000000, 4.418543, 3.588449, 5.781624
2, 25000000, 3.762836, 3.770621, 5.589692
3, 25000000, 3.719920, 3.577319, 5.602262
0, 25000000, 8.501833, 4.888535, 8.540152
1, 25000000, 4.414178, 3.654152, 5.784313
2, 25000000, 3.733071, 3.668431, 5.605878
3, 25000000, 3.760273, 3.471837, 5.602371
0, 50000, 0.011201, 0.308449, 0.011587
1, 50000, 0.006354, 0.331104, 0.008030
2, 50000, 0.005080, 0.359223, 0.007947
3, 50000, 0.005005, 0.376101, 0.009529
0, 50, 0.000005, 0.016674, 0.000010
1, 50, 0.000006, 0.034630, 0.000010
2, 50, 0.000005, 0.025603, 0.000008
3, 50, 0.000005, 0.025178, 0.000010
0, 50000, 0.011790, 0.365122, 0.012035
1, 50000, 0.005980, 0.372651, 0.007902
2, 50000, 0.005569, 0.274162, 0.008201
3, 50000, 0.005135, 0.303261, 0.007893
0, 0, 0.000001, 0.000161, 0.000001
1, 0, 0.000000, 0.000147, 0.000001
2, 0, 0.000000, 0.000350, 0.000004
3, 0, 0.000001, 0.000143, 0.000001
0, 7000000, 2.164992, 1.533005, 2.188064
1, 7000000, 1.154397, 1.233470, 1.481395
2, 7000000, 0.975769, 1.138251, 1.433018
3, 7000000, 0.977989, 1.119165, 1.430515
0, 500000, 0.130301, 0.476828, 0.130686
1, 500000, 0.071064, 0.407108, 0.097364
2, 500000, 0.060241, 0.335954, 0.087311
3, 500000, 0.059543, 0.339671, 0.084364
0, 0, 0.000000, 0.000161, 0.000002
1, 0, 0.000001, 0.000129, 0.000002
2, 0, 0.000000, 0.000106, 0.000001
3, 0, 0.000001, 0.000111, 0.000001
0, 50000, 0.011286, 0.317352, 0.010960
1, 50000, 0.006026, 0.362887, 0.007886
2, 50000, 0.005504, 0.373457, 0.007953
3, 50000, 0.005064, 0.347878, 0.007723
0, 50, 0.000005, 0.018882, 0.000013
1, 50, 0.000006, 0.023970, 0.000010
2, 50, 0.000004, 0.016340, 0.000009
3, 50, 0.000005, 0.018483, 0.000011
0, 100000, 0.025461, 0.312837, 0.023965
1, 100000, 0.012707, 0.244730, 0.016190
2, 100000, 0.010763, 0.210776, 0.015234
3, 100000, 0.010471, 0.251747, 0.015434
0, 50000, 0.011115, 0.353286, 0.011332
1, 50000, 0.006375, 0.319170, 0.008759
2, 50000, 0.005089, 0.317719, 0.007669
3, 50000, 0.005828, 0.364186, 0.007960
0, 50000, 0.011237, 0.181145, 0.010907
1, 50000, 0.005886, 0.249136, 0.008177
2, 50000, 0.005087, 0.294610, 0.007419
3, 50000, 0.005085, 0.390198, 0.008223
0, 50, 0.000006, 0.019252, 0.000009
1, 50, 0.000004, 0.025333, 0.000010
2, 50, 0.000005, 0.020014, 0.000009
3, 50, 0.000004, 0.018243, 0.000009
0, 10000000, 3.138406, 1.958357, 3.181983
1, 10000000, 1.692886, 1.615231, 2.148287
2, 10000000, 1.418972, 1.550456, 2.076654
3, 10000000, 1.422289, 1.684930, 2.100812
0, 10000000, 3.215360, 2.122766, 3.193688
1, 10000000, 1.678018, 1.593871, 2.152872
2, 10000000, 1.419514, 1.634914, 2.074179
3, 10000000, 1.426508, 1.530114, 2.077935
0, 0, 0.000000, 0.000161, 0.000002
1, 0, 0.000001, 0.000166, 0.000002
2, 0, 0.000000, 0.000152, 0.000002
3, 0, 0.000001, 0.000216, 0.000012
0, 7000000, 2.159383, 1.425231, 2.248834
1, 7000000, 1.131800, 1.218432, 1.484431
2, 7000000, 0.981536, 1.148829, 1.429651
3, 7000000, 0.969911, 1.178670, 1.432648
0, 7000000, 2.199595, 1.501233, 2.198731
1, 7000000, 1.155663, 1.153301, 1.482472
2, 7000000, 0.976314, 1.163730, 1.432409
3, 7000000, 0.981655, 1.180847, 1.466703
0, 7000000, 2.187911, 1.519331, 2.191603
1, 7000000, 1.147488, 1.168191, 1.483928
2, 7000000, 0.977506, 1.173161, 1.439182
3, 7000000, 0.994338, 1.161213, 1.427635
0, 100000, 0.024239, 0.274506, 0.022970
1, 100000, 0.012241, 0.406924, 0.016013
2, 100000, 0.010422, 0.338869, 0.014775
3, 100000, 0.011176, 0.346895, 0.016956
0, 100000, 0.024152, 0.438081, 0.023111
1, 100000, 0.015138, 0.345499, 0.016031
2, 100000, 0.010628, 0.336074, 0.015546
3, 100000, 0.010748, 0.341667, 0.017372
