Opt, Size, Seq, Par, Libc
0, 50, 0.000000, 0.000155, 0.000001
1, 50, 0.000001, 0.000141, 0.000001
2, 50, 0.000000, 0.000142, 0.000001
3, 50, 0.000000, 0.000153, 0.000001
0, 500000, 0.000001, 0.002312, 0.000003
1, 500000, 0.000001, 0.002221, 0.000004
2, 500000, 0.000001, 0.002514, 0.000005
3, 500000, 0.000001, 0.003905, 0.000004
0, 1000000, 0.000001, 0.002508, 0.000003
1, 1000000, 0.000001, 0.002897, 0.000003
2, 1000000, 0.000001, 0.003448, 0.000004
3, 1000000, 0.000001, 0.002505, 0.000005
0, 1000000, 0.000001, 0.002054, 0.000005
1, 1000000, 0.000002, 0.003317, 0.000005
2, 1000000, 0.000001, 0.002214, 0.000004
3, 1000000, 0.000000, 0.002720, 0.000003
0, 2000000, 0.000001, 0.003763, 0.000003
1, 2000000, 0.000001, 0.004227, 0.000003
2, 2000000, 0.000001, 0.004937, 0.000004
3, 2000000, 0.000001, 0.004103, 0.000004
0, 50000, 0.000000, 0.005201, 0.000002
1, 50000, 0.000001, 0.001767, 0.000003
2, 50000, 0.000001, 0.002380, 0.000003
3, 50000, 0.000000, 0.002356, 0.000003
0, 100000, 0.000001, 0.004238, 0.000004
1, 100000, 0.000000, 0.003157, 0.000004
2, 100000, 0.000000, 0.003352, 0.000003
3, 100000, 0.000000, 0.005480, 0.000003
0, 500, 0.000000, 0.000713, 0.000002
1, 500, 0.000001, 0.000741, 0.000003
2, 500, 0.000000, 0.000695, 0.000003
3, 500, 0.000000, 0.000362, 0.000003
0, 500, 0.000001, 0.000719, 0.000003
1, 500, 0.000000, 0.000362, 0.000002
2, 500, 0.000001, 0.000661, 0.000003
3, 500, 0.000001, 0.000729, 0.000003
0, 500, 0.000001, 0.000284, 0.000002
1, 500, 0.000001, 0.000666, 0.000003
2, 500, 0.000000, 0.000345, 0.000003
3, 500, 0.000000, 0.001446, 0.000002
0, 5000, 0.000001, 0.002815, 0.000003
1, 5000, 0.000001, 0.001643, 0.000003
2, 5000, 0.000001, 0.001477, 0.000004
3, 5000, 0.000001, 0.001354, 0.000004
0, 100, 0.000001, 0.000665, 0.000002
1, 100, 0.000001, 0.000266, 0.000001
2, 100, 0.000000, 0.000578, 0.000002
3, 100, 0.000000, 0.000240, 0.000001
0, 1000000, 0.000002, 0.001766, 0.000003
1, 1000000, 0.000001, 0.002688, 0.000003
2, 1000000, 0.000001, 0.003881, 0.000003
3, 1000000, 0.000000, 0.003181, 0.000003
0, 1000, 0.000001, 0.000829, 0.000002
1, 1000, 0.000001, 0.000703, 0.000002
2, 1000, 0.000001, 0.001046, 0.000003
3, 1000, 0.000000, 0.000342, 0.000002
0, 500000, 0.000001, 0.002592, 0.000003
1, 500000, 0.000000, 0.002817, 0.000004
2, 500000, 0.000001, 0.002256, 0.000003
3, 500000, 0.000001, 0.003739, 0.000003
0, 3000000, 0.000001, 0.004150, 0.000004
1, 3000000, 0.000001, 0.003765, 0.000003
2, 3000000, 0.000001, 0.005542, 0.000003
3, 3000000, 0.000001, 0.004202, 0.000004
0, 50, 0.000000, 0.000559, 0.000002
1, 50, 0.000000, 0.000191, 0.000001
2, 50, 0.000000, 0.000614, 0.000001
3, 50, 0.000001, 0.000271, 0.000001
0, 500000, 0.000002, 0.004226, 0.000003
1, 500000, 0.000001, 0.003599, 0.000004
2, 500000, 0.000000, 0.003676, 0.000004
3, 500000, 0.000001, 0.001930, 0.000003
0, 5000, 0.000001, 0.000988, 0.000003
1, 5000, 0.000000, 0.001275, 0.000003
2, 5000, 0.000000, 0.001076, 0.000003
3, 5000, 0.000001, 0.001823, 0.000003
0, 1000, 0.000001, 0.001420, 0.000003
1, 1000, 0.000001, 0.001171, 0.000002
2, 1000, 0.000000, 0.000944, 0.000002
3, 1000, 0.000000, 0.000632, 0.000002
0, 1000000, 0.000001, 0.001986, 0.000004
1, 1000000, 0.000001, 0.002766, 0.000004
2, 1000000, 0.000001, 0.002576, 0.000004
3, 1000000, 0.000000, 0.002863, 0.000004
0, 5000, 0.000001, 0.001270, 0.000003
1, 5000, 0.000001, 0.001887, 0.000004
2, 5000, 0.000001, 0.001330, 0.000003
3, 5000, 0.000001, 0.001342, 0.000003
0, 500000, 0.000002, 0.003326, 0.000004
1, 500000, 0.000001, 0.001902, 0.000004
2, 500000, 0.000001, 0.002407, 0.000003
3, 500000, 0.000001, 0.003229, 0.000004
0, 2000000, 0.000002, 0.004952, 0.000004
1, 2000000, 0.000002, 0.004337, 0.000004
2, 2000000, 0.000001, 0.004768, 0.000004
3, 2000000, 0.000001, 0.003826, 0.000004
0, 2000000, 0.000002, 0.005060, 0.000004
1, 2000000, 0.000001, 0.004828, 0.000004
2, 2000000, 0.000001, 0.005173, 0.000004
3, 2000000, 0.000001, 0.005773, 0.000004
0, 1000, 0.000000, 0.000675, 0.000002
1, 1000, 0.000001, 0.001291, 0.000003
2, 1000, 0.000000, 0.001041, 0.000003
3, 1000, 0.000000, 0.001132, 0.000002
0, 5000, 0.000001, 0.001016, 0.000002
1, 5000, 0.000001, 0.001810, 0.000003
2, 5000, 0.000000, 0.001945, 0.000004
3, 5000, 0.000001, 0.001690, 0.000003
0, 5000, 0.000001, 0.001465, 0.000003
1, 5000, 0.000001, 0.001711, 0.000003
2, 5000, 0.000001, 0.001788, 0.000003
3, 5000, 0.000000, 0.001901, 0.000004
0, 10, 0.000000, 0.000163, 0.000001
1, 10, 0.000001, 0.000144, 0.000001
2, 10, 0.000000, 0.000148, 0.000001
3, 10, 0.000000, 0.000155, 0.000001
0, 100, 0.000001, 0.000304, 0.000001
1, 100, 0.000000, 0.000282, 0.000002
2, 100, 0.000000, 0.000285, 0.000001
3, 100, 0.000000, 0.000286, 0.000001
0, 2000000, 0.000002, 0.006913, 0.000004
1, 2000000, 0.000001, 0.004573, 0.000003
2, 2000000, 0.000001, 0.004513, 0.000004
3, 2000000, 0.000001, 0.003481, 0.000004
0, 10, 0.000000, 0.000127, 0.000002
1, 10, 0.000000, 0.000112, 0.000001
2, 10, 0.000000, 0.000114, 0.000001
3, 10, 0.000000, 0.000118, 0.000001
0, 100, 0.000000, 0.000549, 0.000002
1, 100, 0.000001, 0.000244, 0.000002
2, 100, 0.000000, 0.000253, 0.000001
3, 100, 0.000000, 0.000229, 0.000001
0, 10000, 0.000001, 0.001546, 0.000003
1, 10000, 0.000001, 0.002481, 0.000003
2, 10000, 0.000001, 0.001941, 0.000002
3, 10000, 0.000000, 0.001689, 0.000003
0, 10000, 0.000001, 0.002052, 0.000003
1, 10000, 0.000001, 0.001886, 0.000003
2, 10000, 0.000000, 0.001552, 0.000003
3, 10000, 0.000000, 0.001606, 0.000003
0, 1000000, 0.000001, 0.002295, 0.000004
1, 1000000, 0.000001, 0.003265, 0.000005
2, 1000000, 0.000001, 0.002665, 0.000003
3, 1000000, 0.000001, 0.003937, 0.000004
0, 100, 0.000000, 0.000288, 0.000001
1, 100, 0.000001, 0.000236, 0.000001
2, 100, 0.000000, 0.000657, 0.000001
3, 100, 0.000000, 0.000572, 0.000002
0, 10, 0.000001, 0.000142, 0.000001
1, 10, 0.000001, 0.000131, 0.000002
2, 10, 0.000000, 0.000139, 0.000001
3, 10, 0.000000, 0.000150, 0.000002
0, 3000000, 0.000002, 0.004233, 0.000003
1, 3000000, 0.000001, 0.005650, 0.000003
2, 3000000, 0.000001, 0.004636, 0.000004
3, 3000000, 0.000001, 0.005264, 0.000003
0, 50000, 0.000001, 0.002928, 0.000003
1, 50000, 0.000001, 0.003099, 0.000004
2, 50000, 0.000001, 0.002372, 0.000003
3, 50000, 0.000001, 0.002003, 0.000004
0, 3000000, 0.000001, 0.004934, 0.000004
1, 3000000, 0.000001, 0.004705, 0.000004
2, 3000000, 0.000001, 0.004662, 0.000003
3, 3000000, 0.000001, 0.004673, 0.000003
0, 50000, 0.000001, 0.001988, 0.000003
1, 50000, 0.000001, 0.002125, 0.000004
2, 50000, 0.000001, 0.003042, 0.000004
3, 50000, 0.000000, 0.003210, 0.000004
0, 50000, 0.000001, 0.002870, 0.000003
1, 50000, 0.000001, 0.002394, 0.000003
2, 50000, 0.000001, 0.003150, 0.000003
3, 50000, 0.000001, 0.002732, 0.000003
0, 10000, 0.000000, 0.002615, 0.000003
1, 10000, 0.000001, 0.002167, 0.000003
2, 10000, 0.000001, 0.002343, 0.000003
3, 10000, 0.000001, 0.001633, 0.000003
0, 100000, 0.000001, 0.003955, 0.000003
1, 100000, 0.000000, 0.003109, 0.000003
2, 100000, 0.000001, 0.003550, 0.000005
3, 100000, 0.000001, 0.002780, 0.000004
0, 100000, 0.000001, 0.003247, 0.000004
1, 100000, 0.000001, 0.003091, 0.000004
2, 100000, 0.000000, 0.003628, 0.000003
3, 100000, 0.000001, 0.003895, 0.000003
0, 10000, 0.000001, 0.001636, 0.000003
1, 10000, 0.000000, 0.002219, 0.000004
2, 10000, 0.000001, 0.002011, 0.000003
3, 10000, 0.000000, 0.001915, 0.000004
0, 100000, 0.000001, 0.003828, 0.000003
1, 100000, 0.000001, 0.004290, 0.000004
2, 100000, 0.000000, 0.002454, 0.000003
3, 100000, 0.000001, 0.003292, 0.000003
0, 100000, 0.000001, 0.003229, 0.000003
1, 100000, 0.000001, 0.002393, 0.000004
2, 100000, 0.000001, 0.003644, 0.000003
3, 100000, 0.000000, 0.003981, 0.000004
0, 10000, 0.000001, 0.002011, 0.000004
1, 10000, 0.000001, 0.002470, 0.000003
2, 10000, 0.000000, 0.002012, 0.000014
3, 10000, 0.000000, 0.002052, 0.000003
