Opt, Size, Seq, Par, Libc
3, 50, 0.000000, 0.000211, 0.000001
0, 100000, 0.000001, 0.003079, 0.000003
1, 100000, 0.000001, 0.002746, 0.000003
2, 100000, 0.000000, 0.002725, 0.000003
3, 100000, 0.000001, 0.003876, 0.000003
0, 50000, 0.000001, 0.002128, 0.000003
1, 50000, 0.000001, 0.001932, 0.000002
2, 50000, 0.000000, 0.001806, 0.000003
3, 50000, 0.000001, 0.002608, 0.000003
0, 50000, 0.000001, 0.004185, 0.000003
1, 50000, 0.000001, 0.002964, 0.000003
2, 50000, 0.000001, 0.004029, 0.000003
3, 50000, 0.000001, 0.002688, 0.000002
0, 50, 0.000000, 0.000209, 0.000001
1, 50, 0.000000, 0.000196, 0.000001
2, 50, 0.000001, 0.000182, 0.000001
3, 50, 0.000001, 0.000146, 0.000000
0, 50000000, 0.000002, 0.006506, 0.000012
1, 50000000, 0.000001, 0.003801, 0.000004
2, 50000000, 0.000001, 0.004942, 0.000003
3, 50000000, 0.000001, 0.003311, 0.000006
0, 50000000, 0.000001, 0.002980, 0.000004
1, 50000000, 0.000001, 0.004985, 0.000006
2, 50000000, 0.000001, 0.004131, 0.000003
3, 50000000, 0.000000, 0.004685, 0.000004
0, 1000000000, 0.000003, 0.007008, 0.000004
1, 1000000000, 0.000001, 0.005448, 0.000004
2, 1000000000, 0.000001, 0.005632, 0.000004
3, 1000000000, 0.000002, 0.007153, 0.000006
0, 10000000, 0.000002, 0.005528, 0.000005
1, 10000000, 0.000001, 0.004106, 0.000004
2, 10000000, 0.000001, 0.003690, 0.000004
3, 10000000, 0.000001, 0.005046, 0.000004
0, 10000000, 0.000001, 0.008090, 0.000003
1, 10000000, 0.000002, 0.005325, 0.000004
2, 10000000, 0.000000, 0.007428, 0.000005
3, 10000000, 0.000001, 0.005197, 0.000004
0, 10000000, 0.000002, 0.007609, 0.000004
1, 10000000, 0.000001, 0.002578, 0.000004
2, 10000000, 0.000001, 0.002704, 0.000005
3, 10000000, 0.000001, 0.004355, 0.000003
0, 100000, 0.000001, 0.001475, 0.000003
1, 100000, 0.000001, 0.001796, 0.000004
2, 100000, 0.000000, 0.001894, 0.000003
3, 100000, 0.000001, 0.002276, 0.000004
0, 100000, 0.000001, 0.001064, 0.000003
1, 100000, 0.000001, 0.001081, 0.000004
2, 100000, 0.000001, 0.002166, 0.000003
3, 100000, 0.000000, 0.001640, 0.000003
