Opt, Size, Seq, Par, Libc
0, 100000, 0.000001, 0.003036, 0.000004
1, 100000, 0.000001, 0.005415, 0.000004
2, 100000, 0.000001, 0.003529, 0.000004
3, 100000, 0.000000, 0.003260, 0.000004
0, 50, 0.000000, 0.000189, 0.000001
1, 50, 0.000001, 0.000160, 0.000001
2, 50, 0.000000, 0.000145, 0.000001
3, 50, 0.000000, 0.000521, 0.000001
0, 10, 0.000000, 0.000113, 0.000001
1, 10, 0.000000, 0.000098, 0.000001
2, 10, 0.000001, 0.000118, 0.000001
3, 10, 0.000001, 0.000115, 0.000001
0, 10000, 0.000000, 0.001896, 0.000003
1, 10000, 0.000000, 0.001430, 0.000003
2, 10000, 0.000001, 0.002481, 0.000003
3, 10000, 0.000001, 0.001967, 0.000003
0, 50000, 0.000000, 0.003320, 0.000004
1, 50000, 0.000001, 0.003087, 0.000003
2, 50000, 0.000000, 0.002264, 0.000003
3, 50000, 0.000001, 0.002614, 0.000002
0, 50, 0.000001, 0.000207, 0.000002
1, 50, 0.000001, 0.000191, 0.000001
2, 50, 0.000000, 0.000167, 0.000002
3, 50, 0.000000, 0.000408, 0.000001
0, 5000000, 0.000002, 0.003279, 0.000004
1, 5000000, 0.000001, 0.002045, 0.000003
2, 5000000, 0.000001, 0.004145, 0.000003
3, 5000000, 0.000000, 0.002515, 0.000003
0, 100000, 0.000000, 0.002925, 0.000002
1, 100000, 0.000000, 0.002832, 0.000003
2, 100000, 0.000001, 0.003172, 0.000003
3, 100000, 0.000001, 0.003619, 0.000004
0, 10000000, 0.000002, 0.003920, 0.000004
1, 10000000, 0.000002, 0.004137, 0.000003
2, 10000000, 0.000002, 0.003713, 0.000003
3, 10000000, 0.000001, 0.004024, 0.000004
0, 500000, 0.000002, 0.001360, 0.000002
1, 500000, 0.000000, 0.001781, 0.000004
2, 500000, 0.000001, 0.001451, 0.000004
3, 500000, 0.000001, 0.001923, 0.000003
0, 100, 0.000000, 0.000593, 0.000001
1, 100, 0.000000, 0.000236, 0.000001
2, 100, 0.000001, 0.000184, 0.000002
3, 100, 0.000001, 0.000497, 0.000001
0, 5000, 0.000000, 0.001845, 0.000003
1, 5000, 0.000001, 0.001548, 0.000002
2, 5000, 0.000001, 0.001571, 0.000002
3, 5000, 0.000000, 0.001993, 0.000002
0, 100, 0.000001, 0.000636, 0.000001
1, 100, 0.000000, 0.000627, 0.000002
2, 100, 0.000001, 0.000933, 0.000005
3, 100, 0.000000, 0.000325, 0.000001
0, 50000000, 0.000002, 0.002189, 0.000003
1, 50000000, 0.000002, 0.003415, 0.000004
2, 50000000, 0.000001, 0.003333, 0.000003
3, 50000000, 0.000001, 0.002400, 0.000004
0, 50000, 0.000001, 0.001619, 0.000002
1, 50000, 0.000001, 0.001761, 0.000003
2, 50000, 0.000000, 0.000916, 0.000002
3, 50000, 0.000000, 0.002043, 0.000003
0, 1000000, 0.000002, 0.003642, 0.000003
1, 1000000, 0.000001, 0.002245, 0.000003
2, 1000000, 0.000001, 0.002744, 0.000003
3, 1000000, 0.000001, 0.001955, 0.000003
0, 100000000, 0.000001, 0.004686, 0.000004
1, 100000000, 0.000002, 0.003314, 0.000004
2, 100000000, 0.000001, 0.004623, 0.000004
3, 100000000, 0.000000, 0.003382, 0.000004
0, 10000000, 0.000002, 0.004641, 0.000003
1, 10000000, 0.000001, 0.004949, 0.000003
2, 10000000, 0.000001, 0.003851, 0.000003
3, 10000000, 0.000001, 0.003797, 0.000004
0, 10000000, 0.000002, 0.004377, 0.000004
1, 10000000, 0.000001, 0.004894, 0.000004
2, 10000000, 0.000001, 0.003845, 0.000003
3, 10000000, 0.000001, 0.004293, 0.000003
0, 500, 0.000001, 0.001234, 0.000002
1, 500, 0.000001, 0.000643, 0.000002
2, 500, 0.000000, 0.001264, 0.000002
3, 500, 0.000000, 0.000724, 0.000002
0, 100000000, 0.000002, 0.004182, 0.000004
1, 100000000, 0.000001, 0.003850, 0.000004
2, 100000000, 0.000001, 0.004842, 0.000004
3, 100000000, 0.000001, 0.003209, 0.000004
0, 50000000, 0.000002, 0.003520, 0.000003
1, 50000000, 0.000001, 0.003681, 0.000004
2, 50000000, 0.000001, 0.002202, 0.000003
3, 50000000, 0.000001, 0.004147, 0.000003
0, 50000, 0.000001, 0.001330, 0.000002
1, 50000, 0.000001, 0.001121, 0.000002
2, 50000, 0.000001, 0.001834, 0.000002
3, 50000, 0.000001, 0.001579, 0.000003
0, 500000, 0.000002, 0.001803, 0.000004
1, 500000, 0.000001, 0.002251, 0.000003
2, 500000, 0.000001, 0.001015, 0.000003
3, 500000, 0.000001, 0.002838, 0.000004
0, 500, 0.000001, 0.001048, 0.000002
1, 500, 0.000001, 0.001152, 0.000003
2, 500, 0.000000, 0.000759, 0.000002
3, 500, 0.000000, 0.000969, 0.000002
0, 10000, 0.000001, 0.002511, 0.000002
1, 10000, 0.000001, 0.001625, 0.000002
2, 10000, 0.000000, 0.001778, 0.000002
3, 10000, 0.000000, 0.003077, 0.000003
0, 100000000, 0.000001, 0.004336, 0.000004
1, 100000000, 0.000002, 0.004541, 0.000004
2, 100000000, 0.000001, 0.005443, 0.000004
3, 100000000, 0.000001, 0.003595, 0.000004
0, 100000000, 0.000002, 0.005544, 0.000003
1, 100000000, 0.000001, 0.004665, 0.000005
2, 100000000, 0.000001, 0.008131, 0.000004
3, 100000000, 0.000001, 0.004489, 0.000005
0, 50000, 0.000001, 0.001639, 0.000002
1, 50000, 0.000001, 0.001649, 0.000002
2, 50000, 0.000001, 0.001837, 0.000003
3, 50000, 0.000001, 0.001627, 0.000003
0, 100000, 0.000001, 0.002893, 0.000002
1, 100000, 0.000001, 0.002229, 0.000003
2, 100000, 0.000001, 0.003024, 0.000003
3, 100000, 0.000001, 0.003143, 0.000002
0, 100000000, 0.000002, 0.003641, 0.000004
1, 100000000, 0.000002, 0.004219, 0.000003
2, 100000000, 0.000001, 0.003484, 0.000004
3, 100000000, 0.000001, 0.004115, 0.000004
0, 5000, 0.000000, 0.001379, 0.000003
1, 5000, 0.000001, 0.002044, 0.000002
2, 5000, 0.000001, 0.001373, 0.000002
3, 5000, 0.000001, 0.001051, 0.000001
0, 10, 0.000000, 0.000114, 0.000001
1, 10, 0.000000, 0.000115, 0.000001
2, 10, 0.000001, 0.000109, 0.000001
3, 10, 0.000001, 0.000127, 0.000001
0, 100000, 0.000002, 0.002625, 0.000003
1, 100000, 0.000001, 0.002866, 0.000003
2, 100000, 0.000001, 0.003155, 0.000003
3, 100000, 0.000001, 0.002946, 0.000003
0, 5000, 0.000001, 0.001581, 0.000003
1, 5000, 0.000001, 0.002114, 0.000002
2, 5000, 0.000000, 0.002430, 0.000003
3, 5000, 0.000001, 0.001765, 0.000002
0, 5000000, 0.000002, 0.002458, 0.000003
1, 5000000, 0.000002, 0.003131, 0.000004
2, 5000000, 0.000001, 0.002326, 0.000003
3, 5000000, 0.000001, 0.001476, 0.000003
0, 500, 0.000000, 0.000609, 0.000002
1, 500, 0.000000, 0.000340, 0.000002
2, 500, 0.000000, 0.001075, 0.000002
3, 500, 0.000000, 0.000737, 0.000002
0, 100, 0.000000, 0.000294, 0.000001
1, 100, 0.000000, 0.000228, 0.000001
2, 100, 0.000000, 0.000235, 0.000001
3, 100, 0.000000, 0.000202, 0.000001
0, 5000, 0.000000, 0.002086, 0.000003
1, 5000, 0.000000, 0.002161, 0.000003
2, 5000, 0.000000, 0.002147, 0.000003
3, 5000, 0.000001, 0.002445, 0.000002
0, 10, 0.000000, 0.000144, 0.000001
1, 10, 0.000001, 0.000135, 0.000001
2, 10, 0.000000, 0.000131, 0.000001
3, 10, 0.000000, 0.000193, 0.000002
0, 10, 0.000000, 0.000138, 0.000002
1, 10, 0.000000, 0.000183, 0.000003
2, 10, 0.000001, 0.000166, 0.000012
3, 10, 0.000000, 0.000159, 0.000002
0, 5000000, 0.000002, 0.003696, 0.000003
1, 5000000, 0.000001, 0.002454, 0.000003
2, 5000000, 0.000001, 0.003147, 0.000003
3, 5000000, 0.000001, 0.003794, 0.000004
0, 500000, 0.000002, 0.000802, 0.000002
1, 500000, 0.000001, 0.001494, 0.000002
2, 500000, 0.000001, 0.001984, 0.000004
3, 500000, 0.000001, 0.002458, 0.000003
0, 50000000, 0.000002, 0.004434, 0.000003
1, 50000000, 0.000001, 0.003838, 0.000003
2, 50000000, 0.000001, 0.003536, 0.000003
3, 50000000, 0.000001, 0.003821, 0.000004
0, 100, 0.000001, 0.000564, 0.000001
1, 100, 0.000000, 0.000661, 0.000002
2, 100, 0.000000, 0.000308, 0.000001
3, 100, 0.000000, 0.000575, 0.000001
0, 500000, 0.000001, 0.001447, 0.000003
1, 500000, 0.000001, 0.002485, 0.000003
2, 500000, 0.000001, 0.001735, 0.000004
3, 500000, 0.000001, 0.002404, 0.000003
0, 10, 0.000001, 0.000143, 0.000001
1, 10, 0.000000, 0.000141, 0.000001
2, 10, 0.000000, 0.000129, 0.000001
3, 10, 0.000001, 0.000133, 0.000001
0, 500, 0.000000, 0.001425, 0.000002
1, 500, 0.000000, 0.001019, 0.000002
2, 500, 0.000000, 0.000807, 0.000001
3, 500, 0.000000, 0.000606, 0.000002
0, 500, 0.000000, 0.000929, 0.000001
1, 500, 0.000000, 0.001025, 0.000002
2, 500, 0.000001, 0.000392, 0.000002
3, 500, 0.000000, 0.000662, 0.000002
0, 10000, 0.000001, 0.002429, 0.000002
1, 10000, 0.000001, 0.001949, 0.000002
2, 10000, 0.000000, 0.002760, 0.000002
3, 10000, 0.000001, 0.001961, 0.000002
0, 5000000, 0.000002, 0.002429, 0.000004
1, 5000000, 0.000001, 0.001708, 0.000003
2, 5000000, 0.000001, 0.002710, 0.000004
3, 5000000, 0.000001, 0.003361, 0.000003
0, 1000, 0.000001, 0.001022, 0.000002
1, 1000, 0.000001, 0.001180, 0.000002
2, 1000, 0.000001, 0.001387, 0.000002
3, 1000, 0.000001, 0.001386, 0.000003
0, 5000000, 0.000001, 0.003228, 0.000003
1, 5000000, 0.000001, 0.002251, 0.000002
2, 5000000, 0.000009, 0.002458, 0.000004
3, 5000000, 0.000001, 0.001756, 0.000003
0, 1000, 0.000001, 0.001087, 0.000002
1, 1000, 0.000001, 0.000685, 0.000002
2, 1000, 0.000001, 0.001049, 0.000002
3, 1000, 0.000000, 0.001147, 0.000002
0, 10000, 0.000001, 0.001801, 0.000002
1, 10000, 0.000001, 0.002031, 0.000002
2, 10000, 0.000001, 0.002943, 0.000002
3, 10000, 0.000000, 0.001492, 0.000002
0, 1000000, 0.000002, 0.003324, 0.000003
1, 1000000, 0.000001, 0.002017, 0.000003
2, 1000000, 0.000000, 0.001706, 0.000003
3, 1000000, 0.000001, 0.002424, 0.000003
0, 50000000, 0.000002, 0.002493, 0.000003
1, 50000000, 0.000002, 0.003102, 0.000003
2, 50000000, 0.000001, 0.003789, 0.000004
3, 50000000, 0.000001, 0.004082, 0.000004
0, 10000, 0.000001, 0.001909, 0.000003
1, 10000, 0.000000, 0.001618, 0.000002
2, 10000, 0.000001, 0.002277, 0.000003
3, 10000, 0.000001, 0.001740, 0.000002
0, 1000, 0.000001, 0.001352, 0.000002
1, 1000, 0.000001, 0.001143, 0.000002
2, 1000, 0.000000, 0.001407, 0.000002
3, 1000, 0.000001, 0.000986, 0.000002
0, 1000000, 0.000001, 0.003282, 0.000003
1, 1000000, 0.000001, 0.002058, 0.000003
2, 1000000, 0.000001, 0.001970, 0.000003
3, 1000000, 0.000001, 0.002656, 0.000003
0, 1000, 0.000001, 0.000858, 0.000002
1, 1000, 0.000001, 0.000770, 0.000002
2, 1000, 0.000001, 0.001046, 0.000003
3, 1000, 0.000001, 0.001279, 0.000002
0, 1000000, 0.000001, 0.003089, 0.000003
1, 1000000, 0.000001, 0.001955, 0.000003
2, 1000000, 0.000001, 0.002817, 0.000004
3, 1000000, 0.000001, 0.003592, 0.000003
0, 500000000, 0.000002, 0.006308, 0.000012
1, 500000000, 0.000002, 0.004120, 0.000005
2, 500000000, 0.000001, 0.005226, 0.000004
3, 500000000, 0.000002, 0.003555, 0.000005
0, 500000, 0.000002, 0.001739, 0.000003
1, 500000, 0.000001, 0.001769, 0.000005
2, 500000, 0.000001, 0.004433, 0.000005
3, 500000, 0.000001, 0.001126, 0.000003
0, 10, 0.000000, 0.000152, 0.000002
1, 10, 0.000001, 0.000514, 0.000002
2, 10, 0.000000, 0.000146, 0.000002
3, 10, 0.000000, 0.000167, 0.000002
0, 500000000, 0.000003, 0.003688, 0.000004
1, 500000000, 0.000002, 0.002809, 0.000004
2, 500000000, 0.000003, 0.007739, 0.000004
3, 500000000, 0.000001, 0.004904, 0.000005
0, 500, 0.000001, 0.000381, 0.000002
1, 500, 0.000001, 0.000585, 0.000001
2, 500, 0.000000, 0.000310, 0.000002
3, 500, 0.000000, 0.000607, 0.000001
0, 500, 0.000001, 0.000697, 0.000002
1, 500, 0.000000, 0.000327, 0.000002
2, 500, 0.000000, 0.001451, 0.000002
3, 500, 0.000000, 0.000796, 0.000003
0, 100000000, 0.000002, 0.004666, 0.000005
1, 100000000, 0.000001, 0.003231, 0.000004
2, 100000000, 0.000001, 0.003883, 0.000004
3, 100000000, 0.000001, 0.004215, 0.000005
0, 5000000, 0.000002, 0.005700, 0.000004
1, 5000000, 0.000002, 0.006773, 0.000004
2, 5000000, 0.000001, 0.004877, 0.000004
3, 5000000, 0.000000, 0.005917, 0.000004
0, 100, 0.000001, 0.000255, 0.000001
1, 100, 0.000000, 0.000489, 0.000001
2, 100, 0.000000, 0.000650, 0.000002
3, 100, 0.000000, 0.000266, 0.000002
0, 5000, 0.000001, 0.001039, 0.000002
1, 5000, 0.000001, 0.001890, 0.000008
2, 5000, 0.000001, 0.000806, 0.000002
3, 5000, 0.000000, 0.001019, 0.000002
0, 100000000, 0.000001, 0.006447, 0.000004
1, 100000000, 0.000001, 0.004449, 0.000004
2, 100000000, 0.000001, 0.004590, 0.000004
3, 100000000, 0.000001, 0.005416, 0.000012
0, 500, 0.000000, 0.000671, 0.000002
1, 500, 0.000001, 0.000294, 0.000002
2, 500, 0.000000, 0.000632, 0.000003
3, 500, 0.000000, 0.000773, 0.000002
0, 100, 0.000000, 0.000739, 0.000002
1, 100, 0.000001, 0.000641, 0.000002
2, 100, 0.000000, 0.000244, 0.000002
3, 100, 0.000000, 0.000550, 0.000001
0, 10000000, 0.000002, 0.006789, 0.000004
1, 10000000, 0.000001, 0.004080, 0.000006
2, 10000000, 0.000001, 0.003660, 0.000004
3, 10000000, 0.000001, 0.003019, 0.000003
0, 5000, 0.000001, 0.000715, 0.000003
1, 5000, 0.000001, 0.000970, 0.000002
2, 5000, 0.000001, 0.001180, 0.000002
3, 5000, 0.000001, 0.000644, 0.000001
0, 5000000, 0.000002, 0.005987, 0.000004
1, 5000000, 0.000001, 0.006987, 0.000004
2, 5000000, 0.000000, 0.004321, 0.000003
3, 5000000, 0.000001, 0.004263, 0.000003
0, 50000000, 0.000002, 0.003094, 0.000004
1, 50000000, 0.000001, 0.005459, 0.000004
2, 50000000, 0.000001, 0.004104, 0.000004
3, 50000000, 0.000002, 0.004349, 0.000003
0, 10000, 0.000000, 0.002663, 0.000002
1, 10000, 0.000000, 0.002742, 0.000003
2, 10000, 0.000001, 0.001541, 0.000002
3, 10000, 0.000001, 0.002458, 0.000003
0, 100000000, 0.000002, 0.005269, 0.000003
1, 100000000, 0.000001, 0.004816, 0.000014
2, 100000000, 0.000001, 0.003814, 0.000004
3, 100000000, 0.000001, 0.003473, 0.000003
0, 50, 0.000000, 0.000164, 0.000001
1, 50, 0.000000, 0.000156, 0.000001
2, 50, 0.000001, 0.000147, 0.000001
3, 50, 0.000000, 0.000129, 0.000001
0, 100000, 0.000001, 0.001868, 0.000003
1, 100000, 0.000000, 0.001809, 0.000003
2, 100000, 0.000001, 0.001971, 0.000002
3, 100000, 0.000000, 0.001898, 0.000003
0, 100, 0.000000, 0.000245, 0.000001
1, 100, 0.000000, 0.000221, 0.000001
2, 100, 0.000000, 0.000574, 0.000001
3, 100, 0.000000, 0.000565, 0.000001
0, 5000, 0.000001, 0.000764, 0.000002
1, 5000, 0.000001, 0.000674, 0.000002
2, 5000, 0.000000, 0.001093, 0.000002
3, 5000, 0.000001, 0.000916, 0.000002
0, 100000000, 0.000002, 0.003383, 0.000004
1, 100000000, 0.000002, 0.005905, 0.000004
2, 100000000, 0.000001, 0.003751, 0.000004
3, 100000000, 0.000001, 0.003351, 0.000004
0, 5000, 0.000001, 0.001031, 0.000002
1, 5000, 0.000001, 0.000828, 0.000003
2, 5000, 0.000001, 0.000852, 0.000002
3, 5000, 0.000000, 0.001099, 0.000002
0, 100000, 0.000001, 0.001951, 0.000003
1, 100000, 0.000001, 0.002579, 0.000002
2, 100000, 0.000001, 0.002038, 0.000003
3, 100000, 0.000001, 0.002834, 0.000003
0, 1000, 0.000001, 0.001156, 0.000002
1, 1000, 0.000000, 0.000746, 0.000002
2, 1000, 0.000001, 0.001185, 0.000003
3, 1000, 0.000001, 0.000799, 0.000002
0, 100000000, 0.000002, 0.003842, 0.000004
1, 100000000, 0.000002, 0.004932, 0.000005
2, 100000000, 0.000001, 0.005079, 0.000005
3, 100000000, 0.000002, 0.004403, 0.000004
0, 5000000, 0.000001, 0.005383, 0.000003
1, 5000000, 0.000001, 0.004959, 0.000004
2, 5000000, 0.000001, 0.004952, 0.000003
3, 5000000, 0.000001, 0.004704, 0.000004
0, 10, 0.000000, 0.000103, 0.000001
1, 10, 0.000000, 0.000105, 0.000001
2, 10, 0.000000, 0.000102, 0.000001
3, 10, 0.000000, 0.000129, 0.000001
0, 500000000, 0.000003, 0.007836, 0.000004
1, 500000000, 0.000002, 0.003324, 0.000004
2, 500000000, 0.000001, 0.004660, 0.000003
3, 500000000, 0.000001, 0.003781, 0.000004
0, 1000000, 0.000002, 0.003159, 0.000003
1, 1000000, 0.000001, 0.002390, 0.000003
2, 1000000, 0.000001, 0.003242, 0.000003
3, 1000000, 0.000001, 0.003126, 0.000004
0, 10, 0.000000, 0.000130, 0.000001
1, 10, 0.000001, 0.000139, 0.000001
2, 10, 0.000000, 0.000135, 0.000001
3, 10, 0.000000, 0.000133, 0.000001
0, 10000, 0.000001, 0.002649, 0.000002
1, 10000, 0.000001, 0.001805, 0.000003
2, 10000, 0.000001, 0.001335, 0.000002
3, 10000, 0.000000, 0.002229, 0.000002
0, 1000000000, 0.000002, 0.005558, 0.000004
1, 1000000000, 0.000002, 0.006678, 0.000004
2, 1000000000, 0.000002, 0.005042, 0.000004
3, 1000000000, 0.000002, 0.005920, 0.000004
0, 500, 0.000001, 0.000596, 0.000003
1, 500, 0.000000, 0.000638, 0.000002
2, 500, 0.000001, 0.000709, 0.000002
3, 500, 0.000001, 0.000916, 0.000002
0, 1000000, 0.000002, 0.003255, 0.000003
1, 1000000, 0.000001, 0.003504, 0.000003
2, 1000000, 0.000001, 0.003844, 0.000003
3, 1000000, 0.000001, 0.002846, 0.000003
0, 1000, 0.000001, 0.000760, 0.000002
1, 1000, 0.000000, 0.001259, 0.000002
2, 1000, 0.000000, 0.000730, 0.000003
3, 1000, 0.000000, 0.001913, 0.000004
0, 500, 0.000000, 0.000598, 0.000001
1, 500, 0.000000, 0.000715, 0.000002
2, 500, 0.000000, 0.000324, 0.000002
3, 500, 0.000001, 0.000646, 0.000002
0, 500000, 0.000001, 0.001753, 0.000004
1, 500000, 0.000001, 0.001662, 0.000004
2, 500000, 0.000001, 0.001582, 0.000003
3, 500000, 0.000001, 0.001284, 0.000004
0, 100, 0.000000, 0.000217, 0.000001
1, 100, 0.000000, 0.000207, 0.000001
2, 100, 0.000000, 0.000188, 0.000001
3, 100, 0.000000, 0.000225, 0.000001
0, 10000, 0.000000, 0.001643, 0.000003
1, 10000, 0.000001, 0.002372, 0.000002
2, 10000, 0.000001, 0.002202, 0.000003
3, 10000, 0.000000, 0.002323, 0.000003
0, 100, 0.000001, 0.000559, 0.000001
1, 100, 0.000000, 0.000268, 0.000001
2, 100, 0.000000, 0.000553, 0.000001
3, 100, 0.000000, 0.000216, 0.000001
0, 10000, 0.000000, 0.001665, 0.000002
1, 10000, 0.000000, 0.001544, 0.000002
2, 10000, 0.000000, 0.002307, 0.000003
3, 10000, 0.000001, 0.001828, 0.000003
0, 50000000, 0.000001, 0.003619, 0.000004
1, 50000000, 0.000001, 0.004733, 0.000003
2, 50000000, 0.000001, 0.005589, 0.000003
3, 50000000, 0.000001, 0.004470, 0.000003
0, 1000000, 0.000001, 0.004231, 0.000004
1, 1000000, 0.000002, 0.004095, 0.000004
2, 1000000, 0.000001, 0.002271, 0.000004
3, 1000000, 0.000001, 0.002634, 0.000004
0, 500000, 0.000001, 0.001577, 0.000003
1, 500000, 0.000000, 0.001916, 0.000003
2, 500000, 0.000000, 0.001794, 0.000004
3, 500000, 0.000001, 0.001633, 0.000004
0, 5000000, 0.000002, 0.005983, 0.000003
1, 5000000, 0.000001, 0.004542, 0.000004
2, 5000000, 0.000001, 0.005183, 0.000004
3, 5000000, 0.000001, 0.004650, 0.000004
0, 500000, 0.000001, 0.001001, 0.000002
1, 500000, 0.000001, 0.001838, 0.000003
2, 500000, 0.000001, 0.001203, 0.000003
3, 500000, 0.000001, 0.001497, 0.000004
0, 1000, 0.000000, 0.000868, 0.000002
1, 1000, 0.000001, 0.000593, 0.000002
2, 1000, 0.000000, 0.000662, 0.000003
3, 1000, 0.000001, 0.000903, 0.000002
0, 10, 0.000000, 0.000139, 0.000001
1, 10, 0.000000, 0.000129, 0.000011
2, 10, 0.000000, 0.000127, 0.000001
3, 10, 0.000000, 0.000128, 0.000001
0, 10000, 0.000001, 0.001351, 0.000002
1, 10000, 0.000000, 0.002278, 0.000003
2, 10000, 0.000001, 0.002231, 0.000004
3, 10000, 0.000000, 0.002575, 0.000004
0, 10, 0.000000, 0.000151, 0.000001
1, 10, 0.000001, 0.000142, 0.000001
2, 10, 0.000000, 0.000152, 0.000002
3, 10, 0.000001, 0.000219, 0.000002
0, 1000000000, 0.000002, 0.006700, 0.000004
1, 1000000000, 0.000001, 0.004687, 0.000004
2, 1000000000, 0.000002, 0.004679, 0.000004
3, 1000000000, 0.000001, 0.007591, 0.000004
0, 1000000, 0.000002, 0.003190, 0.000003
1, 1000000, 0.000001, 0.002768, 0.000002
2, 1000000, 0.000001, 0.003009, 0.000004
3, 1000000, 0.000001, 0.003244, 0.000004
0, 5000, 0.000001, 0.000709, 0.000002
1, 5000, 0.000000, 0.001111, 0.000003
2, 5000, 0.000000, 0.000750, 0.000002
3, 5000, 0.000001, 0.000365, 0.000002
0, 1000, 0.000000, 0.000909, 0.000002
1, 1000, 0.000000, 0.000961, 0.000002
2, 1000, 0.000001, 0.000584, 0.000002
3, 1000, 0.000000, 0.000884, 0.000002
0, 50, 0.000000, 0.000153, 0.000001
1, 50, 0.000000, 0.000154, 0.000001
2, 50, 0.000000, 0.000451, 0.000002
3, 50, 0.000000, 0.000145, 0.000001
0, 5000000, 0.000002, 0.003633, 0.000003
1, 5000000, 0.000002, 0.003660, 0.000003
2, 5000000, 0.000002, 0.003374, 0.000004
3, 5000000, 0.000001, 0.002598, 0.000004
0, 50000000, 0.000002, 0.004463, 0.000003
1, 50000000, 0.000001, 0.005085, 0.000004
2, 50000000, 0.000001, 0.003864, 0.000003
3, 50000000, 0.000001, 0.004406, 0.000003
0, 1000, 0.000001, 0.001320, 0.000002
1, 1000, 0.000001, 0.000946, 0.000002
2, 1000, 0.000001, 0.000900, 0.000001
3, 1000, 0.000000, 0.001216, 0.000002
0, 500000000, 0.000002, 0.004138, 0.000003
1, 500000000, 0.000001, 0.003610, 0.000004
2, 500000000, 0.000001, 0.003994, 0.000005
3, 500000000, 0.000001, 0.005047, 0.000005
0, 500000000, 0.000003, 0.003942, 0.000004
1, 500000000, 0.000001, 0.005608, 0.000004
2, 500000000, 0.000001, 0.005452, 0.000004
3, 500000000, 0.000001, 0.005650, 0.000003
0, 50000, 0.000001, 0.002340, 0.000003
1, 50000, 0.000000, 0.001253, 0.000002
2, 50000, 0.000001, 0.001262, 0.000002
3, 50000, 0.000001, 0.001326, 0.000002
0, 50, 0.000000, 0.000204, 0.000001
1, 50, 0.000000, 0.000159, 0.000001
2, 50, 0.000000, 0.000157, 0.000001
3, 50, 0.000000, 0.000465, 0.000001
0, 50000, 0.000001, 0.001372, 0.000002
1, 50000, 0.000001, 0.001553, 0.000003
2, 50000, 0.000000, 0.001268, 0.000002
3, 50000, 0.000001, 0.001874, 0.000002
0, 1000000000, 0.000002, 0.006740, 0.000005
1, 1000000000, 0.000002, 0.007000, 0.000004
2, 1000000000, 0.000001, 0.007157, 0.000003
3, 1000000000, 0.000002, 0.004974, 0.000003
0, 10000000, 0.000002, 0.004739, 0.000003
1, 10000000, 0.000002, 0.005474, 0.000004
2, 10000000, 0.000001, 0.003991, 0.000004
3, 10000000, 0.000001, 0.004229, 0.000003
0, 500000, 0.000001, 0.002589, 0.000003
1, 500000, 0.000002, 0.002775, 0.000003
